37	26	17	36	24	18	5	15
38	34	31	21	19	35	40	0
17	34	19	7	34	29	15	0
15	22	7	9	26	26	6	13
36	32	19	40	32	20	10	0
12	37	22	35	40	39	0	0
10	37	34	27	33	34	0	0
23	12	16	6	35	5	15	0
37	24	34	16	22	0	0	0
19	32	25	21	36	22	11	33
13	12	7	8	17	25	0	0
8	31	14	25	12	15	14	35
38	22	26	16	22	20	8	0
26	25	22	21	6	19	35	0
18	14	12	25	34	10	29	13
28	8	13	8	14	38	39	0
33	15	32	7	0	0	0	0
17	37	27	16	33	34	24	0
29	21	10	23	29	6	37	0
12	14	30	25	28	20	22	0
39	32	19	13	13	8	0	0
30	32	21	37	22	16	6	0
11	6	30	34	38	38	0	0
20	36	19	21	13	35	0	0
27	33	6	39	12	11	0	0
38	16	8	25	15	24	19	0
24	28	26	13	32	15	0	0
27	15	21	33	17	37	0	0
29	38	37	21	26	8	19	0
37	15	8	14	11	33	7	29
10	11	18	38	8	11	0	0
19	31	24	10	16	0	0	0
16	22	9	23	13	13	8	17
29	28	37	39	37	12	19	20
36	39	27	28	38	13	20	8
22	16	37	27	6	39	28	0
33	8	27	21	26	18	13	8
16	33	5	25	7	0	0	0
24	18	16	37	20	7	21	0
19	25	9	18	23	13	31	0
36	11	27	13	34	36	26	0
29	8	7	20	27	21	0	0
34	10	29	15	14	5	14	0
9	34	22	21	37	21	13	0
15	16	16	27	32	34	13	35
32	18	23	24	25	36	33	33
13	28	30	18	36	16	30	5
6	34	33	36	18	13	36	0
20	32	16	16	17	34	30	0
38	18	16	19	27	20	0	0
14	12	17	23	8	23	20	30
25	28	28	7	18	11	0	0
18	5	35	13	12	10	0	0
6	15	32	9	33	37	39	0
23	27	36	8	30	0	0	0
34	26	35	36	29	19	10	13
14	16	11	6	37	34	20	9
7	40	35	34	34	38	24	0
14	9	39	23	24	36	6	7
28	31	32	9	6	0	0	0
17	10	36	22	8	29	36	0
28	20	7	26	23	11	22	0
5	34	28	8	38	13	12	0
30	18	16	39	35	20	0	0
19	8	27	28	38	6	29	0
6	24	36	21	39	14	21	33
19	15	18	35	18	39	11	14
30	10	32	14	16	16	33	20
37	29	11	34	32	25	36	0
39	22	23	17	12	26	0	0
39	11	27	38	39	37	38	0
36	9	30	14	38	19	5	38
35	12	16	38	18	29	0	0
33	10	14	23	17	12	5	0
24	16	37	25	29	7	13	18
20	38	27	40	30	27	30	0
9	24	8	32	33	29	29	17
28	14	27	16	26	15	14	36
35	20	12	7	8	25	16	13
15	28	32	7	25	16	0	0
34	24	35	33	7	33	6	0
7	26	17	19	32	18	0	0
18	35	10	18	28	29	16	0
14	18	32	23	26	27	23	23
10	31	16	36	13	39	38	0
27	10	14	19	30	12	28	0
16	7	12	26	30	26	22	32
39	17	7	8	17	8	28	6
22	34	24	17	6	24	28	0
31	18	19	10	35	35	13	16
5	39	31	14	32	6	33	0
26	26	22	18	23	17	23	0
25	17	18	14	30	30	20	0
33	37	7	13	33	0	0	0
28	36	12	27	17	0	0	0
36	35	24	33	37	40	14	0
37	14	19	12	25	20	8	0
10	15	37	36	15	14	26	36
12	32	7	31	0	0	0	0
33	30	21	24	36	11	26	0
7	22	24	39	18	11	0	0
19	39	10	25	10	14	22	0
15	22	24	13	38	31	0	0
31	40	35	35	28	26	20	28
9	22	12	35	39	39	32	0
33	23	10	16	12	32	0	0
32	32	7	16	34	25	0	0
24	19	28	34	22	21	33	0
14	21	6	22	26	15	10	7
7	10	15	7	7	31	6	0
27	32	39	32	25	8	0	0
6	25	32	20	27	9	0	0
7	28	14	15	22	31	13	0
10	33	29	17	7	17	10	17
21	13	10	18	23	25	29	7
29	35	27	33	7	15	17	9
35	37	35	6	35	0	0	0
22	15	36	30	26	18	0	0
7	30	17	36	29	30	26	0
16	17	22	15	28	40	0	0
27	15	29	28	27	8	32	0
33	11	30	13	38	21	29	0
15	28	21	27	11	8	16	0
22	24	18	8	22	30	34	0
34	34	15	39	34	37	28	0
26	14	8	26	22	8	0	0
24	11	21	18	32	23	6	0
17	20	11	6	11	24	34	13
19	22	19	35	29	29	9	10
33	32	37	26	37	15	34	11
17	10	23	35	11	26	0	0
21	7	37	23	20	12	20	0
18	27	8	5	6	28	33	0
29	6	40	37	0	0	0	0
25	10	8	19	28	21	26	33
28	29	16	31	35	11	0	0
22	23	32	10	17	20	27	17
19	24	26	34	6	26	7	32
22	33	21	37	37	16	0	0
7	33	15	32	21	34	14	24
19	23	10	31	37	9	29	0
39	15	15	19	16	14	18	34
32	9	11	30	29	38	24	14
31	36	16	25	6	28	13	0
32	39	9	25	23	31	37	34
31	38	34	17	17	33	0	0
35	27	39	30	17	7	8	0
32	8	13	11	38	20	6	0
39	8	30	5	31	30	0	0
9	11	6	25	17	10	38	25
19	6	27	24	27	27	0	0
22	30	28	24	20	14	31	0
14	10	6	29	25	34	15	0
6	27	5	37	39	34	9	0
39	33	10	38	27	21	0	0
30	25	35	37	10	19	0	0
10	18	15	26	34	39	39	0
10	34	24	37	30	5	15	8
30	16	23	9	9	19	0	0
18	16	25	17	11	22	25	0
8	32	17	6	15	27	0	0
19	23	19	24	20	7	25	0
10	14	20	31	23	10	15	26
33	31	39	11	15	28	10	24
38	11	7	20	34	13	31	35
5	37	19	8	33	9	0	0
28	13	33	16	15	7	33	0
29	8	26	32	27	11	19	0
14	8	16	24	9	23	34	7
35	32	37	32	28	35	39	27
15	34	8	27	17	0	0	0
6	31	16	36	28	10	7	0
8	32	36	7	15	7	33	0
33	39	28	11	29	29	27	0
30	21	29	20	19	22	23	8
32	33	22	31	19	22	25	0
27	20	10	36	12	16	16	9
34	38	38	6	30	16	31	0
6	5	36	10	34	37	17	0
19	39	20	20	37	21	0	0
14	25	34	32	23	31	17	0
22	17	16	23	12	11	33	30
36	25	18	31	26	8	33	0
15	15	33	11	12	0	0	0
26	11	8	29	19	25	19	0
6	28	38	27	35	28	39	0
10	29	5	5	20	38	20	0
34	33	15	31	37	6	17	0
12	17	7	40	18	11	27	12
34	14	20	9	29	20	35	0
17	17	33	18	26	16	0	0
28	17	37	12	9	8	24	7
7	37	24	30	19	33	31	0
31	31	33	11	37	19	31	0
22	15	25	40	7	28	21	0
38	26	31	6	18	25	0	0
15	32	5	6	13	5	22	0
18	35	22	33	13	28	38	0
9	37	14	35	17	16	0	0
39	26	16	25	37	14	10	0
20	7	39	31	23	21	0	0
8	13	12	23	33	27	9	8
30	35	23	26	17	33	24	0
23	19	13	12	21	25	7	0
16	28	25	23	38	6	21	12
31	32	40	7	10	33	39	0
34	14	10	7	7	15	29	17
14	24	38	17	30	34	35	0
24	13	9	27	38	29	22	0
20	5	12	36	0	0	0	0
11	32	28	29	28	19	11	0
26	6	9	29	10	7	39	24
38	19	8	29	29	40	31	0
9	14	28	33	27	28	38	0
36	12	6	28	0	0	0	0
24	28	39	23	33	8	12	17
20	37	24	17	40	13	15	39
10	5	18	38	20	37	7	34
14	31	30	14	17	13	7	30
21	33	38	23	7	22	15	13
24	37	18	31	13	37	11	0
17	39	29	14	25	12	29	0
32	9	26	35	26	0	0	0
36	23	32	24	14	27	17	9
31	34	26	37	28	26	9	0
19	27	18	17	7	28	33	0
26	38	35	38	38	14	21	0
27	38	13	37	8	20	29	0
9	39	33	26	17	33	0	0
22	7	40	9	28	38	20	16
16	20	15	18	23	21	28	0
25	16	30	15	24	16	27	14
38	10	28	14	18	20	23	0
20	10	20	13	32	16	12	37
6	33	22	5	15	15	23	0
38	23	38	36	28	10	31	0
37	38	38	21	37	11	0	0
18	40	31	25	17	22	31	0
14	19	18	16	33	8	0	0
33	18	6	40	33	37	38	38
23	13	25	39	9	10	16	0
25	21	25	39	11	11	17	38
29	14	17	28	20	30	19	0
8	21	36	30	29	0	0	0
36	20	27	17	28	0	0	0
38	14	27	23	29	8	25	13
8	10	15	15	5	5	18	0
35	20	8	30	10	18	20	0
37	23	15	32	32	33	21	0
5	16	13	8	34	0	0	0
23	29	17	13	31	8	13	0
28	21	35	12	38	33	9	22
18	20	11	27	37	28	10	26
28	33	11	30	13	21	38	8
32	34	23	34	23	0	0	0
25	31	26	6	33	23	31	0
27	33	11	12	23	27	16	0
15	23	27	21	27	28	5	0
34	24	35	18	25	12	27	0
20	27	32	17	31	33	18	0
27	8	14	7	7	12	28	0
34	14	16	32	22	19	35	27
14	27	11	19	13	13	9	31
19	16	21	29	17	15	26	16
24	32	16	24	24	5	25	0
21	14	15	7	31	37	0	0
8	6	38	16	19	23	0	0
31	15	19	39	23	21	39	15
6	24	18	38	10	23	11	0
20	39	26	18	13	17	0	0
6	29	7	27	15	17	27	33
39	30	12	25	21	40	6	9
23	25	30	34	13	22	27	0
37	24	25	39	14	31	34	0
18	36	12	8	36	28	19	32
36	19	35	36	26	33	20	38
14	21	20	25	38	15	8	11
37	12	24	12	27	15	25	0
36	32	23	13	14	30	0	0
19	24	11	30	9	0	0	0
27	18	8	26	24	34	8	0
25	30	21	26	20	11	12	0
36	9	6	39	29	38	28	9
12	5	20	25	32	30	31	0
5	26	25	8	19	10	27	39
36	28	27	11	25	35	0	0
13	25	6	9	12	38	16	0
14	37	30	10	38	25	27	35
27	27	11	29	23	19	25	14
16	23	26	27	15	20	28	0
34	14	26	18	13	30	9	19
36	7	32	11	38	14	0	0
38	31	7	19	29	6	0	0
19	11	35	33	30	38	38	0
33	15	18	19	28	40	34	0
10	14	19	31	32	32	11	0
27	24	16	15	25	40	38	0
29	24	24	27	23	0	0	0
8	33	15	36	36	9	13	0
24	35	18	12	19	21	5	0
36	33	17	22	13	31	16	35
14	39	27	9	15	29	15	0
13	11	28	10	37	36	0	0
34	38	40	7	30	32	19	24
22	7	38	8	35	27	12	39
10	13	17	27	18	0	0	0
13	5	12	19	27	17	0	0
28	29	37	27	6	34	34	16
25	37	15	35	37	19	10	0
15	25	24	32	21	8	0	0
27	10	37	39	23	35	31	14
30	23	8	32	32	20	6	29
15	25	14	38	17	0	0	0
19	12	20	31	27	5	0	0
18	16	25	14	16	28	33	22
32	30	36	30	16	18	7	20
10	24	13	29	28	18	28	25
37	10	39	32	20	20	21	0
15	18	20	31	9	23	33	33
22	19	32	16	13	16	18	0
32	25	23	23	39	22	6	0
29	6	17	32	29	5	13	8
10	25	20	25	28	0	0	0
29	38	30	38	16	0	0	0
10	9	37	11	6	31	35	0
38	31	36	37	25	25	31	0
36	39	10	31	6	30	9	0
23	26	9	15	14	33	0	0
29	30	36	27	12	35	31	28
39	16	28	21	21	9	0	0
9	21	6	10	32	28	29	0
31	7	23	24	27	31	22	0
34	18	36	39	16	30	6	0
32	18	19	20	15	26	9	6
12	15	15	26	8	6	8	30
20	34	13	9	11	12	26	0
6	21	12	12	30	17	13	14
16	33	18	11	8	27	0	0
10	33	26	6	37	13	24	0
21	15	14	15	20	8	38	33
25	7	27	13	8	39	0	0
33	7	33	18	0	0	0	0
20	27	9	10	34	39	13	39
24	20	31	40	17	26	12	0
37	37	28	23	32	14	6	0
36	20	22	19	30	23	28	0
24	10	38	14	26	30	23	28
37	24	8	18	18	14	22	36
7	38	26	19	19	9	0	0
33	28	13	37	20	24	39	0
17	19	6	22	20	13	32	0
13	14	25	26	13	16	14	35
34	35	34	5	22	39	0	0
17	38	24	26	6	16	32	8
11	18	34	32	25	38	26	8
6	7	12	28	7	19	34	12
38	11	27	23	36	5	0	0
29	25	11	34	35	16	27	19
35	12	15	39	17	10	6	0
38	15	6	16	39	40	11	10
29	21	30	33	38	21	6	0
37	17	38	15	40	24	38	10
14	16	31	6	11	14	22	34
36	21	31	8	5	36	33	24
37	13	24	17	14	9	21	0
16	6	15	16	17	34	22	8
8	28	14	6	13	20	20	0
32	11	15	11	31	37	36	0
8	33	39	21	13	23	36	7
31	19	13	32	21	35	27	0
21	16	24	29	14	17	15	0
28	31	12	30	17	19	15	20
11	31	20	21	37	26	0	0
24	11	10	37	5	37	0	0
27	9	18	40	10	10	32	13
5	11	33	38	19	6	34	0
21	27	33	21	34	19	33	10
36	34	37	37	12	26	14	0
9	23	24	19	38	37	33	0
20	11	34	26	39	15	27	20
28	30	30	25	18	24	13	27
15	37	7	35	39	32	18	0
38	13	10	15	9	16	21	34
29	35	13	28	32	8	23	32
12	12	14	26	25	20	24	0
24	34	11	28	27	6	0	0
36	35	13	16	22	29	0	0
25	23	15	17	13	9	30	0
31	22	38	12	10	12	38	9
36	36	17	9	27	24	26	27
34	7	15	15	33	27	26	27
10	23	19	17	28	18	31	0
12	27	16	24	22	26	18	26
10	31	32	40	38	35	21	22
6	13	18	6	26	30	23	25
5	6	9	30	13	19	38	0
26	10	27	37	29	25	0	0
26	32	17	35	16	14	27	0
37	39	18	9	31	30	21	0
31	19	7	38	40	17	0	0
16	40	35	20	14	8	6	0
22	16	21	36	38	16	33	0
14	10	8	35	29	16	29	28
31	18	37	17	8	6	0	0
9	25	15	27	14	11	6	0
31	27	26	35	38	35	32	19
33	24	28	6	22	28	25	13
31	16	12	8	0	0	0	0
17	11	39	18	32	14	27	0
25	10	28	10	6	36	0	0
21	10	24	6	32	12	36	9
8	30	35	32	29	39	28	0
34	21	24	16	35	20	9	0
29	9	6	34	25	13	0	0
14	30	22	11	27	34	0	0
39	11	33	29	9	18	0	0
11	33	31	36	12	23	28	8
15	23	25	32	6	31	29	26
19	24	5	13	21	34	7	0
13	12	30	18	16	19	13	0
12	32	21	18	15	8	0	0
30	23	28	14	22	14	0	0
11	25	31	17	11	33	23	0
23	20	33	8	38	38	29	17
15	30	6	21	38	25	28	0
21	8	32	21	26	38	8	31
37	26	25	6	5	26	13	21
13	35	8	27	37	40	15	0
5	21	14	7	29	32	0	0
37	28	10	11	8	11	13	36
